Diagnosis,Diagnosis_categories,Finished Admission Episodes,Emergency,Waiting list,Planned,Other,Mean_time_waited,Mean_length_of_stay,Young Children,Older Children and Adolescents,Young Adults,Middle-Aged Adults,Older Adults,Elderly 90+,Emergency Admission Ratio (%),Overcrowding_Status
Toxic effect of contact with venomous animals,"Injury, poisoning and certain other consequences of external causes",2140,347,82.0,1711.0,0.0,43.0,1.0,10,28.0,344.0,1134.0,670,3,16.214953271028037,0
Toxic effect of aflatoxin and other mycotoxin food contaminants,"Injury, poisoning and certain other consequences of external causes",2,0,2.0,0.0,0.0,1.0,0.0,0,0.0,0.0,2.0,0,0,0.0,0
Toxic effect of other and unspecified substances,"Injury, poisoning and certain other consequences of external causes",326,322,2.0,1.0,1.0,1060.0,2.0,90,73.0,103.0,92.0,36,10,98.77300613496932,1
Unspecified effects of radiation,"Injury, poisoning and certain other consequences of external causes",22,9,10.0,3.0,0.0,74.0,6.0,0,0.0,1.0,12.0,11,0,40.909090909090914,0
Effects of heat and light,"Injury, poisoning and certain other consequences of external causes",292,290,2.0,0.0,0.0,26.0,1.0,5,14.0,134.0,86.0,194,20,99.31506849315068,1
Hypothermia,"Injury, poisoning and certain other consequences of external causes",753,744,4.0,3.0,2.0,234.0,5.0,26,16.0,60.0,223.0,624,243,98.80478087649402,1
Other effects of reduced temperature,"Injury, poisoning and certain other consequences of external causes",95,49,29.0,16.0,1.0,24.0,3.0,6,18.0,25.0,39.0,20,0,51.578947368421055,0
Effects of air pressure and water pressure,"Injury, poisoning and certain other consequences of external causes",30,20,10.0,0.0,0.0,120.0,1.0,0,1.0,15.0,15.0,2,0,66.66666666666666,0
Asphyxiation,"Injury, poisoning and certain other consequences of external causes",445,439,0.0,2.0,4.0,0.0,5.0,13,98.0,297.0,164.0,38,4,98.65168539325843,1
Effects of other deprivation,"Injury, poisoning and certain other consequences of external causes",72,70,1.0,1.0,0.0,2.0,5.0,0,3.0,39.0,47.0,26,0,97.22222222222221,1
Maltreatment syndromes,"Injury, poisoning and certain other consequences of external causes",980,907,23.0,25.0,25.0,5.0,4.0,397,230.0,263.0,167.0,113,18,92.55102040816327,1
Effects of other external causes,"Injury, poisoning and certain other consequences of external causes",390,377,4.0,1.0,8.0,21.0,2.0,64,49.0,128.0,135.0,78,10,96.66666666666667,1
"Adverse effects, not elsewhere classified","Injury, poisoning and certain other consequences of external causes",16316,8332,4691.0,3251.0,42.0,57.0,1.0,2299,4019.0,3574.0,5247.0,2440,131,51.0664378524148,0
"Certain early complications of trauma, not elsewhere classified","Injury, poisoning and certain other consequences of external causes",4086,3838,150.0,46.0,52.0,78.0,11.0,30,120.0,859.0,1158.0,4348,1252,93.93049437102302,1
"Complications following infusion, transfusion and therapeutic injection","Injury, poisoning and certain other consequences of external causes",1270,676,172.0,403.0,19.0,33.0,4.0,65,62.0,310.0,657.0,479,22,53.22834645669291,0
"Complications of procedures, not elsewhere classified","Injury, poisoning and certain other consequences of external causes",75848,60920,10917.0,3032.0,979.0,65.0,4.0,1598,4561.0,20487.0,34580.0,29681,1029,80.318531800443,0
"Complications of cardiac and vascular prosthetic devices, implants and grafts","Injury, poisoning and certain other consequences of external causes",31447,12925,13467.0,4173.0,882.0,64.0,7.0,1270,1809.0,4014.0,15930.0,20591,603,41.10089992686107,0
"Complications of genitourinary prosthetic devices, implants and grafts","Injury, poisoning and certain other consequences of external causes",44848,37621,5620.0,1239.0,368.0,95.0,4.0,149,315.0,4774.0,11974.0,38398,6810,83.88556903317874,0
"Complications of internal orthopaedic prosthetic devices, implants and grafts","Injury, poisoning and certain other consequences of external causes",43065,13539,26874.0,1894.0,758.0,140.0,9.0,70,1116.0,5412.0,14752.0,27050,1856,31.43852316266109,0
"Complications of other internal prosthetic devices, implants and grafts","Injury, poisoning and certain other consequences of external causes",28961,13624,12520.0,2548.0,269.0,111.0,5.0,1744,2361.0,6016.0,12967.0,13225,482,47.04257449673699,0
Failure and rejection of transplanted organs and tissues,"Injury, poisoning and certain other consequences of external causes",6893,1269,3162.0,2373.0,89.0,67.0,11.0,243,642.0,1919.0,3792.0,1612,29,18.40998114028725,0
Complications peculiar to reattachment and amputation,"Injury, poisoning and certain other consequences of external causes",1997,1072,749.0,102.0,74.0,111.0,13.0,15,51.0,257.0,1269.0,1158,22,53.68052078117176,0
"Other complications of surgical and medical care, not elsewhere classified","Injury, poisoning and certain other consequences of external causes",2878,1731,875.0,239.0,33.0,96.0,2.0,432,178.0,674.0,1133.0,926,51,60.14593467685893,0
Sequelae of injuries of head,"Injury, poisoning and certain other consequences of external causes",2,1,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1,0,50.0,0
Sequelae of injuries of upper limb,"Injury, poisoning and certain other consequences of external causes",2,0,2.0,0.0,0.0,111.0,0.0,0,0.0,0.0,1.0,1,0,0.0,0
Sequelae of other and unspecified effects of external causes,"Injury, poisoning and certain other consequences of external causes",1,0,1.0,0.0,0.0,2.0,0.0,0,1.0,0.0,0.0,0,0,0.0,0
Severe acute respiratory syndrome [SARS],Special Purposes,20,20,0.0,0.0,0.0,0.0,7.0,3,1.0,1.0,7.0,16,1,100.0,1
Emergency use of U06,Special Purposes,1,1,0.0,0.0,0.0,0.0,1.0,1,0.0,1.0,0.0,0,0,100.0,1
Emergency use of U07,Special Purposes,50549,46869,1403.0,871.0,1406.0,22.0,9.0,6407,1282.0,5179.0,14526.0,64430,13176,92.71993511246514,1
Resistance to betalactam antibiotics,Special Purposes,0,0,0.0,0.0,0.0,0.0,11.0,0,0.0,0.0,1.0,0,0,0.0,0
General examination and investigation of persons without complaint and reported diagnosis,Factors influencing health status and contact with health services,1020,155,505.0,317.0,43.0,26.0,6.0,216,158.0,296.0,310.0,51,2,15.196078431372548,0
Other special examinations and investigations of persons without complaint or reported diagnosis,Factors influencing health status and contact with health services,22810,781,15136.0,6803.0,90.0,118.0,0.0,6852,9035.0,2834.0,2966.0,1096,7,3.4239368697939496,0
Medical observation and evaluation for suspected diseases and conditions,Factors influencing health status and contact with health services,58619,15120,27524.0,6341.0,9634.0,87.0,1.0,21821,3983.0,9100.0,15232.0,14399,674,25.793684641498487,0
Examination and observation for other reasons,Factors influencing health status and contact with health services,8530,5601,1619.0,771.0,539.0,68.0,1.0,1707,883.0,1196.0,1491.0,3692,842,65.66236811254397,0
Follow-up examination after treatment for malignant neoplasms,Factors influencing health status and contact with health services,53348,438,24175.0,28727.0,8.0,110.0,1.0,465,1398.0,1456.0,14498.0,34443,809,0.8210242183399565,0
Follow-up examination after treatment for conditions other than malignant neoplasms,Factors influencing health status and contact with health services,63979,5818,30860.0,27113.0,188.0,116.0,1.0,1697,2186.0,7550.0,25366.0,26401,417,9.093608840400757,0
Routine general health check-up of defined subpopulation,Factors influencing health status and contact with health services,1,1,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0,0,100.0,1
Special screening examination for infectious and parasitic diseases,Factors influencing health status and contact with health services,658,151,300.0,85.0,122.0,68.0,2.0,242,42.0,162.0,181.0,87,2,22.9483282674772,0
Special screening examination for neoplasms,Factors influencing health status and contact with health services,14233,38,10115.0,4078.0,2.0,88.0,3.0,35,37.0,1490.0,8108.0,4456,15,0.26698517529684535,0
Special screening examination for other diseases and disorders,Factors influencing health status and contact with health services,14236,1382,9632.0,3147.0,75.0,61.0,1.0,1293,1591.0,2733.0,5027.0,3411,60,9.707783085136274,0
Contact with and exposure to communicable diseases,Factors influencing health status and contact with health services,259,152,47.0,19.0,41.0,3.0,1.0,78,24.0,63.0,32.0,8,0,58.68725868725869,0
Carrier of infectious disease,Factors influencing health status and contact with health services,122,33,25.0,10.0,54.0,43.0,3.0,26,10.0,54.0,18.0,25,1,27.049180327868854,0
Need for immunization against single bacterial diseases,Factors influencing health status and contact with health services,63,7,20.0,12.0,24.0,66.0,1.0,17,6.0,31.0,5.0,4,0,11.11111111111111,0
Need for immunization against certain single viral diseases,Factors influencing health status and contact with health services,373,36,180.0,142.0,15.0,29.0,1.0,30,26.0,45.0,128.0,141,0,9.651474530831099,0
Need for immunization against other single viral diseases,Factors influencing health status and contact with health services,324,12,227.0,82.0,3.0,32.0,0.0,181,81.0,25.0,28.0,5,0,3.7037037037037033,0
Need for immunization against other single infectious diseases,Factors influencing health status and contact with health services,248,8,164.0,75.0,1.0,16.0,0.0,37,28.0,108.0,67.0,8,0,3.225806451612903,0
Need for immunization against combinations of infectious diseases,Factors influencing health status and contact with health services,245,43,126.0,58.0,18.0,53.0,0.0,189,33.0,15.0,6.0,3,0,17.551020408163264,0
Immunization not carried out,Factors influencing health status and contact with health services,28,2,10.0,7.0,9.0,12.0,1.0,20,4.0,1.0,0.0,4,0,7.142857142857142,0
Need for other prophylactic measures,Factors influencing health status and contact with health services,19585,222,9770.0,8938.0,655.0,76.0,2.0,821,601.0,1116.0,6676.0,10316,139,1.1335205514424305,0
Contraceptive management,Factors influencing health status and contact with health services,14924,286,14349.0,248.0,41.0,143.0,1.0,4,18.0,8950.0,5899.0,62,0,1.9163763066202089,0
Procreative management,Factors influencing health status and contact with health services,3165,10,3008.0,142.0,5.0,60.0,11.0,0,0.0,0.0,0.0,0,0,0.315955766192733,0
Pregnancy examination and test,Factors influencing health status and contact with health services,977,617,86.0,200.0,74.0,1.0,0.0,0,20.0,895.0,61.0,0,0,63.1525076765609,0
"Pregnant state, incidental",Factors influencing health status and contact with health services,6,4,0.0,0.0,2.0,0.0,6.0,0,0.0,6.0,0.0,0,0,66.66666666666666,0
Supervision of normal pregnancy,Factors influencing health status and contact with health services,86242,2595,1712.0,288.0,81647.0,22.0,0.0,8,737.0,81463.0,3328.0,5,0,3.008974745483639,0
Supervision of high-risk pregnancy,Factors influencing health status and contact with health services,17965,831,675.0,173.0,16286.0,19.0,0.0,3,167.0,14352.0,1597.0,0,0,4.625661007514611,0
Antenatal screening,Factors influencing health status and contact with health services,3762,433,46.0,18.0,3265.0,22.0,0.0,1,20.0,3494.0,169.0,1,0,11.50983519404572,0
Outcome of delivery,Factors influencing health status and contact with health services,7,0,0.0,0.0,7.0,0.0,1.0,5,0.0,2.0,0.0,0,0,0.0,0
Liveborn infants according to place of birth,Factors influencing health status and contact with health services,365425,2544,71.0,182.0,362628.0,0.0,1.0,364131,0.0,0.0,0.0,0,0,0.6961756858452487,0
Postpartum care and examination,Factors influencing health status and contact with health services,10650,252,66.0,17.0,10315.0,34.0,1.0,11,87.0,14511.0,834.0,0,0,2.3661971830985915,0
Prophylactic surgery,Factors influencing health status and contact with health services,3037,26,2878.0,120.0,13.0,171.0,2.0,17,104.0,794.0,1921.0,250,1,0.8561080013170892,0
Procedures for purposes other than remedying health state,Factors influencing health status and contact with health services,2154,12,1988.0,148.0,6.0,198.0,1.0,104,60.0,327.0,1350.0,320,0,0.5571030640668524,0
Follow-up care involving plastic surgery,Factors influencing health status and contact with health services,8480,122,7665.0,677.0,16.0,233.0,2.0,33,135.0,1113.0,5535.0,1667,24,1.4386792452830188,0
Attention to artificial openings,Factors influencing health status and contact with health services,14405,1355,10100.0,2898.0,52.0,102.0,4.0,630,1104.0,1846.0,5105.0,6020,173,9.40645609163485,0
Fitting and adjustment of external prosthetic device,Factors influencing health status and contact with health services,146,18,101.0,15.0,12.0,181.0,24.0,3,8.0,31.0,67.0,34,2,12.32876712328767,0
Adjustment and management of implanted device,Factors influencing health status and contact with health services,21569,1299,13996.0,6227.0,47.0,72.0,1.0,566,1030.0,2661.0,7534.0,9306,703,6.022532338077797,0
Fitting and adjustment of other devices,Factors influencing health status and contact with health services,28120,2888,15322.0,9284.0,626.0,43.0,1.0,786,1574.0,2781.0,7709.0,14676,688,10.27027027027027,0
Other orthopaedic follow-up care,Factors influencing health status and contact with health services,16215,1339,13070.0,1762.0,44.0,129.0,1.0,628,5717.0,3523.0,4145.0,2232,71,8.257786000616713,0
Other surgical follow-up care,Factors influencing health status and contact with health services,12680,6173,5088.0,1135.0,284.0,58.0,0.0,583,770.0,3323.0,4579.0,3438,102,48.68296529968455,0
Care involving use of rehabilitation procedures,Factors influencing health status and contact with health services,297,68,4.0,8.0,217.0,0.0,32.0,0,0.0,8.0,66.0,785,261,22.895622895622896,0
Other medical care,Factors influencing health status and contact with health services,19,10,2.0,0.0,7.0,35.0,14.0,2,0.0,1.0,3.0,25,2,52.63157894736842,0
Donors of organs and tissues,Factors influencing health status and contact with health services,1790,54,1078.0,655.0,3.0,36.0,3.0,3,103.0,715.0,906.0,143,0,3.016759776536313,0
"Persons encountering health services for specific procedures, not carried out",Factors influencing health status and contact with health services,107,1,104.0,2.0,0.0,48.0,13.0,0,4.0,16.0,54.0,32,2,0.9345794392523363,0
Problems related to employment and unemployment,Factors influencing health status and contact with health services,2,2,0.0,0.0,0.0,0.0,6.0,0,0.0,1.0,1.0,1,0,100.0,1
Problems related to housing and economic circumstances,Factors influencing health status and contact with health services,21,17,1.0,0.0,3.0,0.0,31.0,0,0.0,11.0,10.0,2,0,80.95238095238095,0
Problems related to social environment,Factors influencing health status and contact with health services,7,7,0.0,0.0,0.0,0.0,19.0,0,0.0,2.0,3.0,6,0,100.0,1
Problems related to negative life events in childhood,Factors influencing health status and contact with health services,7,5,1.0,0.0,1.0,0.0,9.0,0,1.0,4.0,3.0,0,0,71.42857142857143,0
Other problems related to upbringing,Factors influencing health status and contact with health services,1,1,0.0,0.0,0.0,0.0,165.0,0,0.0,0.0,1.0,0,0,100.0,1
"Other problems related to primary support group, including family circumstances",Factors influencing health status and contact with health services,787,634,65.0,28.0,60.0,14.0,10.0,275,254.0,106.0,121.0,396,65,80.55908513341804,0
Problems related to other psychosocial circumstances,Factors influencing health status and contact with health services,1,0,0.0,1.0,0.0,0.0,5.0,0,0.0,1.0,0.0,0,0,0.0,0
"Counselling related to sexual attitude, behaviour and orientation",Factors influencing health status and contact with health services,2,1,0.0,0.0,1.0,0.0,1.0,0,0.0,2.0,0.0,0,0,50.0,0
"Persons encountering health services for other counselling and medical advice, not elsewhere classified",Factors influencing health status and contact with health services,3107,1760,925.0,314.0,108.0,84.0,1.0,1250,587.0,496.0,354.0,484,59,56.64628258770518,0
Problems related to lifestyle,Factors influencing health status and contact with health services,7,5,0.0,1.0,1.0,0.0,7.0,0,0.0,6.0,1.0,0,0,71.42857142857143,0
Problems related to life-management difficulty,Factors influencing health status and contact with health services,2681,1622,971.0,65.0,23.0,32.0,13.0,5,11.0,98.0,544.0,3159,588,60.49981350242447,0
Problems related to care-provider dependency,Factors influencing health status and contact with health services,2,1,1.0,0.0,0.0,0.0,6.0,0,0.0,0.0,0.0,1,1,50.0,0
Problems related to medical facilities and other health care,Factors influencing health status and contact with health services,4923,81,640.0,4195.0,7.0,43.0,2.0,199,2036.0,1333.0,311.0,72,20,1.6453382084095063,0
